text,label
"Dear team, Let me know if you need any assistance preparing the budget spreadsheet. Thank you so much.",Not Spam
"In my opinion, Work from home and earn $5,000 per week with just 30 minutes of online data entry! Thank you so much.",Spam
your monthly electric utility bill of $78.50 is ready to view online.,Not Spam
FYI: Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Let me know asap.,Spam
Update: Attached is the weekly project progress report for your team review.,Not Spam
"Hi, here is the recipe for the pasta dish we made last weekend.",Not Spam
"In my opinion, BUY cheap luxury watches, Rolex replica 90% discount sale ends today!",Spam
"Update: dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. Thanks.",Spam
"Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. Best regards.",Spam
"FYI: BUY cheap luxury watches, Rolex replica 90% discount sale ends today! Please respond soon.",Spam
URGENT: Your bank account has been suspended! Verify your password immediately: http://secure-login-bank.top Please respond soon.,Spam
"Good morning, Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Best regards.",Not Spam
"Hi, your doctor's appointment is confirmed for thursday, october 12th at 2:00 pm. Best regards.",Not Spam
"Actually, Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. Best regards.",Spam
"In my opinion, Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Best regards.",Not Spam
"Important: Hey, are we still meeting for lunch at the cafeteria at 12:30 today? Thanks.",Not Spam
"Hey support team, Attached is the weekly project progress report for your team review. Please respond soon.",Not Spam
"Important: CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz Let me know asap.",Spam
"Good afternoon, Work from home and earn $5,000 per week with just 30 minutes of online data entry! Thank you so much.",Spam
"Hey support team, Your monthly electric utility bill of $78.50 is ready to view online. Looking forward to hearing back.",Not Spam
hot singles in your area want to chat with you right now! click here to view private photos! Let me know asap.,Spam
FYI: Your monthly electric utility bill of $78.50 is ready to view online.,Not Spam
Important: Here is the recipe for the pasta dish we made last weekend.,Not Spam
Quick note: lose 20 pounds in 3 days with this secret miracle diet pill! risk free trial! Appreciate your help.,Spam
Let me know if you need any assistance preparing the budget spreadsheet.,Not Spam
Update: You have 1 unread urgent voicemail message regarding your pending tax refund. Call 1-900-555-SPAM. This is critical.,Spam
"Important: CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz Please assist.",Spam
"Actually, Can you please review the attached slide deck before our client presentation? Thanks.",Not Spam
FYI: You have 1 unread urgent voicemail message regarding your pending tax refund. Call 1-900-555-SPAM. Let me know asap.,Spam
FYI: double your bitcoin in 24 hours guaranteed! send 0.1 btc to receive 0.5 btc instantly! Please respond soon.,Spam
"Actually, the university library books you borrowed are due next monday. Please assist.",Not Spam
"Hello, Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Best regards.",Not Spam
"Good afternoon, final notice: your car warranty has expired. press 1 to renew immediately. Please assist.",Spam
"CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz",Spam
"Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today.",Spam
Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Thank you so much.,Spam
You have 1 unread urgent voicemail message regarding your pending tax refund. Call 1-900-555-SPAM.,Spam
FYI: hot singles in your area want to chat with you right now! click here to view private photos! Let me know asap.,Spam
Please note: Let me know if you need any assistance preparing the budget spreadsheet. Thanks.,Not Spam
"FYI: dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. Thank you so much.",Spam
"Hello, Here is the recipe for the pasta dish we made last weekend. What do you suggest?",Not Spam
The university library books you borrowed are due next Monday.,Not Spam
Update: Your monthly electric utility bill of $78.50 is ready to view online. Please assist.,Not Spam
"Update: Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Thanks.",Not Spam
Notice: Attached is the weekly project progress report for your team review. What do you suggest?,Not Spam
"Hello, Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Please assist.",Spam
Important: Final notice: Your car warranty has expired. Press 1 to renew immediately. What do you suggest?,Spam
"In my opinion, hi mom, i arrived safely at the hotel and will call you in the evening. Please assist.",Not Spam
let me know if you need any assistance preparing the budget spreadsheet.,Not Spam
"get pre-approved for an instant $50,000 low interest loan with zero credit check needed!",Spam
"Good afternoon, Thanks for sending over the meeting minutes, I will review them tonight. Thank you so much.",Not Spam
Quick note: here is the recipe for the pasta dish we made last weekend. Best regards.,Not Spam
"Hi, here is the recipe for the pasta dish we made last weekend. Thanks.",Not Spam
"Good morning, Please find the updated project milestones and timeline schedule attached. Please respond soon.",Not Spam
Update: Lose 20 pounds in 3 days with this secret miracle diet pill! Risk free trial! Thank you so much.,Spam
"hey, are we still meeting for lunch at the cafeteria at 12:30 today?",Not Spam
"Hi, Thanks for sending over the meeting minutes, I will review them tonight. Best regards.",Not Spam
"Hey support team, Get pre-approved for an instant $50,000 low interest loan with ZERO credit check needed! Best regards.",Spam
"Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today.",Spam
Urgent: Please find the updated project milestones and timeline schedule attached. This is critical.,Not Spam
Urgent: Here is the recipe for the pasta dish we made last weekend. Please respond soon.,Not Spam
free amazon $500 gift card reward! enter your phone number and credit card to claim.,Spam
"Good morning, thanks for sending over the meeting minutes, i will review them tonight. Please assist.",Not Spam
"Good afternoon, Work from home and earn $5,000 per week with just 30 minutes of online data entry! Thanks.",Spam
"Notice: Thanks for sending over the meeting minutes, I will review them tonight. Looking forward to hearing back.",Not Spam
"Hello, Hi Mom, I arrived safely at the hotel and will call you in the evening. Let me know asap.",Not Spam
"Quick note: CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz Let me know asap.",Spam
"Hello, urgent: your bank account has been suspended! verify your password immediately: http://secure-login-bank.top Thank you so much.",Spam
Urgent: Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Looking forward to hearing back.,Spam
hot singles in your area want to chat with you right now! click here to view private photos!,Spam
"Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Thank you so much.",Not Spam
"Honestly, Attached is the weekly project progress report for your team review. This is critical.",Not Spam
"Quick note: congratulations! you have been selected as the winner of $1,000,000 cash! claim now at http://prize-win.xyz Looking forward to hearing back.",Spam
"Honestly, Lose 20 pounds in 3 days with this secret miracle diet pill! Risk free trial! Thanks.",Spam
"Good afternoon, Your flight ticket confirmation code is XY892K for flight AA-104. Thanks.",Not Spam
"Hello, work from home and earn $5,000 per week with just 30 minutes of online data entry! What do you suggest?",Spam
"Good morning, Work from home and earn $5,000 per week with just 30 minutes of online data entry! This is critical.",Spam
"Dear team, work from home and earn $5,000 per week with just 30 minutes of online data entry! Best regards.",Spam
"Dear team, URGENT: Your bank account has been suspended! Verify your password immediately: http://secure-login-bank.top Best regards.",Spam
"Good morning, URGENT: Your bank account has been suspended! Verify your password immediately: http://secure-login-bank.top Thanks.",Spam
Update: let me know if you need any assistance preparing the budget spreadsheet. Best regards.,Not Spam
"To whom it may concern, Attached is the weekly project progress report for your team review. Best regards.",Not Spam
Update: your monthly electric utility bill of $78.50 is ready to view online. Best regards.,Not Spam
"Good morning, attached is the weekly project progress report for your team review. Thank you so much.",Not Spam
"Dear team, Please find the updated project milestones and timeline schedule attached. Thank you so much.",Not Spam
Quick note: Your flight ticket confirmation code is XY892K for flight AA-104. What do you suggest?,Not Spam
"Hey support team, You have 1 unread urgent voicemail message regarding your pending tax refund. Call 1-900-555-SPAM. Best regards.",Spam
"In my opinion, urgent: your bank account has been suspended! verify your password immediately: http://secure-login-bank.top Thank you so much.",Spam
Please find the updated project milestones and timeline schedule attached.,Not Spam
FYI: Final notice: Your car warranty has expired. Press 1 to renew immediately. Please assist.,Spam
"Hey support team, Please find the updated project milestones and timeline schedule attached. Thanks.",Not Spam
"Dear team, thanks for sending over the meeting minutes, i will review them tonight. What do you suggest?",Not Spam
"Honestly, Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Appreciate your help.",Spam
"In my opinion, The university library books you borrowed are due next Monday. This is critical.",Not Spam
Important: Attached is the weekly project progress report for your team review. Appreciate your help.,Not Spam
Quick note: Can you please review the attached slide deck before our client presentation? Best regards.,Not Spam
here is the recipe for the pasta dish we made last weekend.,Not Spam
Update: urgent: your bank account has been suspended! verify your password immediately: http://secure-login-bank.top Appreciate your help.,Spam
"Please note: Get pre-approved for an instant $50,000 low interest loan with ZERO credit check needed! Thank you so much.",Spam
"Good morning, Your monthly electric utility bill of $78.50 is ready to view online. Let me know asap.",Not Spam
"To whom it may concern, Let me know if you need any assistance preparing the budget spreadsheet. Please respond soon.",Not Spam
"Urgent: Work from home and earn $5,000 per week with just 30 minutes of online data entry! Please respond soon.",Spam
Update: Your monthly electric utility bill of $78.50 is ready to view online. Please assist.,Not Spam
"Hi, Thanks for sending over the meeting minutes, I will review them tonight. This is critical.",Not Spam
Quick note: your flight ticket confirmation code is xy892k for flight aa-104. This is critical.,Not Spam
Urgent: Here is the recipe for the pasta dish we made last weekend. This is critical.,Not Spam
"Hey support team, Get pre-approved for an instant $50,000 low interest loan with ZERO credit check needed!",Spam
"Good afternoon, Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Appreciate your help.",Spam
Please note: Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Please assist.,Spam
"Quick note: get pre-approved for an instant $50,000 low interest loan with zero credit check needed! What do you suggest?",Spam
"In my opinion, Let me know if you need any assistance preparing the budget spreadsheet. Let me know asap.",Not Spam
Update: Let me know if you need any assistance preparing the budget spreadsheet. Thank you so much.,Not Spam
"To whom it may concern, Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Thank you so much.",Spam
"Hi, The university library books you borrowed are due next Monday. Please assist.",Not Spam
"Actually, Let me know if you need any assistance preparing the budget spreadsheet. Let me know asap.",Not Spam
Please find the updated project milestones and timeline schedule attached. Looking forward to hearing back.,Not Spam
Here is the recipe for the pasta dish we made last weekend.,Not Spam
Quick note: Your flight ticket confirmation code is XY892K for flight AA-104. Please respond soon.,Not Spam
you have 1 unread urgent voicemail message regarding your pending tax refund. call 1-900-555-spam.,Spam
"Notice: Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Let me know asap.",Not Spam
Please note: Final notice: Your car warranty has expired. Press 1 to renew immediately. What do you suggest?,Spam
"Hi Mom, I arrived safely at the hotel and will call you in the evening.",Not Spam
FYI: your monthly electric utility bill of $78.50 is ready to view online. Please respond soon.,Not Spam
"Honestly, Your monthly electric utility bill of $78.50 is ready to view online. Let me know asap.",Not Spam
"Hello, HOT singles in your area want to chat with you right now! Click here to view private photos! This is critical.",Spam
"To whom it may concern, urgent: your bank account has been suspended! verify your password immediately: http://secure-login-bank.top What do you suggest?",Spam
"In my opinion, CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz Appreciate your help.",Spam
lose 20 pounds in 3 days with this secret miracle diet pill! risk free trial!,Spam
Notice: here is the recipe for the pasta dish we made last weekend. Let me know asap.,Not Spam
"CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz Let me know asap.",Spam
"To whom it may concern, CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz Looking forward to hearing back.",Spam
"Dear team, CONGRATULATIONS! You have been selected as the WINNER of $1,000,000 cash! Claim now at http://prize-win.xyz What do you suggest?",Spam
"Hi, Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. Looking forward to hearing back.",Spam
your flight ticket confirmation code is xy892k for flight aa-104.,Not Spam
"Hey support team, Your doctor's appointment is confirmed for Thursday, October 12th at 2:00 PM. Looking forward to hearing back.",Not Spam
Update: Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Looking forward to hearing back.,Spam
"Good morning, Attached is the weekly project progress report for your team review. Looking forward to hearing back.",Not Spam
"In my opinion, Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Best regards.",Spam
Quick note: Your monthly electric utility bill of $78.50 is ready to view online. What do you suggest?,Not Spam
"Notice: Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. What do you suggest?",Spam
"Urgent: Hey, are we still meeting for lunch at the cafeteria at 12:30 today? Thanks.",Not Spam
"your doctor's appointment is confirmed for thursday, october 12th at 2:00 pm.",Not Spam
attached is the weekly project progress report for your team review.,Not Spam
"Hey, are we still meeting for lunch at the cafeteria at 12:30 today?",Not Spam
"Good afternoon, Final notice: Your car warranty has expired. Press 1 to renew immediately. Looking forward to hearing back.",Spam
"Good morning, Lose 20 pounds in 3 days with this secret miracle diet pill! Risk free trial! Please respond soon.",Spam
Important: Your flight ticket confirmation code is XY892K for flight AA-104. Best regards.,Not Spam
"Update: Hi Mom, I arrived safely at the hotel and will call you in the evening. Thank you so much.",Not Spam
"Notice: your doctor's appointment is confirmed for thursday, october 12th at 2:00 pm. Let me know asap.",Not Spam
Quick note: Let me know if you need any assistance preparing the budget spreadsheet. Let me know asap.,Not Spam
"Good afternoon, BUY cheap luxury watches, Rolex replica 90% discount sale ends today! Best regards.",Spam
"Please note: Hi Mom, I arrived safely at the hotel and will call you in the evening. What do you suggest?",Not Spam
"Hey support team, Can you please review the attached slide deck before our client presentation? Thank you so much.",Not Spam
Please note: Can you please review the attached slide deck before our client presentation? Please respond soon.,Not Spam
"BUY cheap luxury watches, Rolex replica 90% discount sale ends today!",Spam
"Hi, Final notice: Your car warranty has expired. Press 1 to renew immediately. Looking forward to hearing back.",Spam
please find the updated project milestones and timeline schedule attached.,Not Spam
"Actually, Let me know if you need any assistance preparing the budget spreadsheet. Let me know asap.",Not Spam
Notice: Your flight ticket confirmation code is XY892K for flight AA-104. Thanks.,Not Spam
Final notice: Your car warranty has expired. Press 1 to renew immediately.,Spam
"Quick note: buy cheap luxury watches, rolex replica 90% discount sale ends today! Please assist.",Spam
Important: Please find the updated project milestones and timeline schedule attached. Looking forward to hearing back.,Not Spam
"Good afternoon, lose 20 pounds in 3 days with this secret miracle diet pill! risk free trial! Looking forward to hearing back.",Spam
"Honestly, Thanks for sending over the meeting minutes, I will review them tonight. Thank you so much.",Not Spam
"Good afternoon, Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Thank you so much.",Spam
"Hi, thanks for sending over the meeting minutes, i will review them tonight. Thanks.",Not Spam
"FYI: Hey, are we still meeting for lunch at the cafeteria at 12:30 today? Please assist.",Not Spam
"FYI: Thanks for sending over the meeting minutes, I will review them tonight. Best regards.",Not Spam
FYI: double your bitcoin in 24 hours guaranteed! send 0.1 btc to receive 0.5 btc instantly! Looking forward to hearing back.,Spam
Please note: hot singles in your area want to chat with you right now! click here to view private photos! Appreciate your help.,Spam
"Honestly, Can you please review the attached slide deck before our client presentation? Best regards.",Not Spam
"Hi, hey, are we still meeting for lunch at the cafeteria at 12:30 today? Best regards.",Not Spam
"Actually, lose 20 pounds in 3 days with this secret miracle diet pill! risk free trial!",Spam
"BUY cheap luxury watches, Rolex replica 90% discount sale ends today! Please assist.",Spam
Quick note: Can you please review the attached slide deck before our client presentation? This is critical.,Not Spam
"Good morning, hot singles in your area want to chat with you right now! click here to view private photos! Thank you so much.",Spam
"Update: hey, are we still meeting for lunch at the cafeteria at 12:30 today? Appreciate your help.",Not Spam
Urgent: Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Looking forward to hearing back.,Spam
"Good morning, Here is the recipe for the pasta dish we made last weekend. Appreciate your help.",Not Spam
Please note: Please find the updated project milestones and timeline schedule attached. Best regards.,Not Spam
Your monthly electric utility bill of $78.50 is ready to view online.,Not Spam
"Hi, Attached is the weekly project progress report for your team review. This is critical.",Not Spam
FYI: please find the updated project milestones and timeline schedule attached. Please respond soon.,Not Spam
"Hi, get pre-approved for an instant $50,000 low interest loan with zero credit check needed! Let me know asap.",Spam
"To whom it may concern, Double your Bitcoin in 24 hours guaranteed! Send 0.1 BTC to receive 0.5 BTC instantly! Thanks.",Spam
"In my opinion, The university library books you borrowed are due next Monday. Thank you so much.",Not Spam
"In my opinion, Let me know if you need any assistance preparing the budget spreadsheet. Thank you so much.",Not Spam
"Hello, Please find the updated project milestones and timeline schedule attached. Please assist.",Not Spam
Your flight ticket confirmation code is XY892K for flight AA-104.,Not Spam
"Good afternoon, double your bitcoin in 24 hours guaranteed! send 0.1 btc to receive 0.5 btc instantly! This is critical.",Spam
"Hey support team, the university library books you borrowed are due next monday. Thanks.",Not Spam
"In my opinion, Here is the recipe for the pasta dish we made last weekend. This is critical.",Not Spam
Quick note: URGENT: Your bank account has been suspended! Verify your password immediately: http://secure-login-bank.top Thank you so much.,Spam
"Please note: Dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. Looking forward to hearing back.",Spam
"Actually, hi mom, i arrived safely at the hotel and will call you in the evening.",Not Spam
"Hi, Hey, are we still meeting for lunch at the cafeteria at 12:30 today? Appreciate your help.",Not Spam
"Honestly, urgent: your bank account has been suspended! verify your password immediately: http://secure-login-bank.top",Spam
Lose 20 pounds in 3 days with this secret miracle diet pill! Risk free trial!,Spam
"Hey support team, The university library books you borrowed are due next Monday. Thanks.",Not Spam
"thanks for sending over the meeting minutes, i will review them tonight.",Not Spam
"Dear team, dear beneficiary, claim your $5,500,000 inheritance from the late royalty fund today. What do you suggest?",Spam
FYI: free amazon $500 gift card reward! enter your phone number and credit card to claim.,Spam
URGENT: Your bank account has been suspended! Verify your password immediately: http://secure-login-bank.top,Spam
"Hello, lose 20 pounds in 3 days with this secret miracle diet pill! risk free trial! Appreciate your help.",Spam
"Good morning, Free Amazon $500 gift card reward! Enter your phone number and credit card to claim. Looking forward to hearing back.",Spam
