text,label
"In my opinion, Could you tell me which courier service is handling the delivery of my parcel? Thank you so much.",Order Tracking
"Honestly, could you tell me if this winter jacket comes in size extra large?",Inquiry
"Hey support team, the delivery was three hours late and the food was completely cold. This is critical.",Complaint
"Actually, Can you check the current shipping location of order number #77102? Looking forward to hearing back.",Order Tracking
"Hey support team, Please issue a full refund back to my credit card immediately. Let me know asap.",Refund
Update: I want to cancel my subscription effective immediately.,Cancellation
The screen turns completely blank and white after the recent update. Please respond soon.,Technical Support
"Actually, i want my cashback and purchase price refunded for this broken keyboard. Thank you so much.",Refund
Quick note: I want to check availability for hotel rooms between Dec 10 and Dec 15.,Inquiry
Urgent: I would like to request a 100% money-back refund under your return policy. Please assist.,Refund
"Dear team, Do you have vegan and gluten-free options available on your dinner menu? Appreciate your help.",Inquiry
Important: I'd like to book a table for four people this Saturday evening. Thank you so much.,Inquiry
"Honestly, When will my order arrive at my doorstep? Let me know asap.",Order Tracking
"To whom it may concern, I would like to request a 100% money-back refund under your return policy. Best regards.",Refund
Notice: How do I configure the SMTP email settings in the dashboard? Please assist.,Technical Support
"Actually, please cancel my monthly premium plan and stop all future recurring billing. What do you suggest?",Cancellation
"Dear team, do you have vegan and gluten-free options available on your dinner menu? Best regards.",Inquiry
"Hello, I want to track the live real-time location of my package in transit. Appreciate your help.",Order Tracking
"To whom it may concern, I want a refund for the product since it arrived damaged.",Refund
i am very unhappy with the substandard service provided by your company.,Complaint
Update: The Bluetooth device will not pair with my laptop despite restarting. Looking forward to hearing back.,Technical Support
Please note: Could you tell me if this winter jacket comes in size extra large? Please assist.,Inquiry
"To whom it may concern, Could you tell me which courier service is handling the delivery of my parcel? Thanks.",Order Tracking
"Hey support team, How can I cancel my gym membership without paying a cancellation fee? Looking forward to hearing back.",Cancellation
"In my opinion, How can I cancel my gym membership without paying a cancellation fee? Please respond soon.",Cancellation
i want my cashback and purchase price refunded for this broken keyboard.,Refund
do you have vegan and gluten-free options available on your dinner menu?,Inquiry
what payment methods do you accept on your online checkout page?,Inquiry
"Actually, Please terminate my membership and delete my account. Please assist.",Cancellation
"To whom it may concern, Has my order #44910 been dispatched from the fulfillment warehouse yet? Please respond soon.",Order Tracking
"In my opinion, How long does it take for a bank account refund to process? Please assist.",Refund
"Dear team, I returned the item to your store, when will my refund be credited? Please respond soon.",Refund
"Honestly, Can you tell me what your opening hours are on weekends? Please respond soon.",Inquiry
I would like to request a 100% money-back refund under your return policy.,Refund
Quick note: How do I clear the browser cache and cookies to fix rendering glitches? Thank you so much.,Technical Support
"Hey support team, i have been waiting on hold for 45 minutes without anyone answering my call. Please respond soon.",Complaint
"Hey support team, could you help me reset my account password? Thank you so much.",Technical Support
"Actually, your technician did a terrible job and damaged my home wiring. Please assist.",Complaint
Quick note: I want to check availability for hotel rooms between Dec 10 and Dec 15. Thank you so much.,Inquiry
Important: What payment methods do you accept on your online checkout page? Please respond soon.,Inquiry
"Good morning, Please issue a full refund back to my credit card immediately. Appreciate your help.",Refund
"Actually, please cancel my monthly premium plan and stop all future recurring billing. Please assist.",Cancellation
"Hey support team, can you tell me what your opening hours are on weekends? Thanks.",Inquiry
"To whom it may concern, Please refund the unauthorized subscription charge on my debit card. Appreciate your help.",Refund
"Hello, How do I configure the SMTP email settings in the dashboard? Please assist.",Technical Support
"Good afternoon, I have been waiting on hold for 45 minutes without anyone answering my call. Let me know asap.",Complaint
"Hello, can i reserve a conference room for our team meeting on friday at 3 pm? Please assist.",Inquiry
"Hello, Your technician did a terrible job and damaged my home wiring. Please assist.",Complaint
"In my opinion, Has my order #44910 been dispatched from the fulfillment warehouse yet? Please assist.",Order Tracking
Quick note: the mobile app crashes with error 500 whenever i click export. Thank you so much.,Technical Support
"Dear team, Can you provide more information about your warranty coverage policy? Thank you so much.",Inquiry
what is the status of my order that i placed three days ago?,Order Tracking
"Good morning, I want to check availability for hotel rooms between Dec 10 and Dec 15. What do you suggest?",Inquiry
"The product did not match the website description, I demand my money back.",Refund
"I returned the item to your store, when will my refund be credited?",Refund
"Good afternoon, i would like to cancel order #99401 before it gets shipped from the warehouse. Thanks.",Cancellation
"To whom it may concern, my api authentication token is failing with 401 unauthorized error. Looking forward to hearing back.",Technical Support
When will my order arrive at my doorstep? Please assist.,Order Tracking
"Good morning, I wanted to leave positive feedback for Sarah who helped me resolve my issue. Thank you so much.",Feedback
Please note: My API authentication token is failing with 401 unauthorized error. Let me know asap.,Technical Support
"Kudos to your delivery driver who was polite, punctual, and very professional. Looking forward to hearing back.",Feedback
Please note: I want a refund for the product since it arrived damaged. Thanks.,Refund
"Honestly, how can i cancel my gym membership without paying a cancellation fee?",Cancellation
I need the tracking URL and consignment number for my recent purchase.,Order Tracking
Notice: I'd like to schedule an appointment with a specialist next week. Appreciate your help.,Inquiry
"Dear team, can you check the current shipping location of order number #77102? Let me know asap.",Order Tracking
"Hi, Do you have vegan and gluten-free options available on your dinner menu? Looking forward to hearing back.",Inquiry
"Dear team, I received the wrong item in my package and nobody is responding to my emails. Appreciate your help.",Complaint
Notice: is it possible to upgrade my current plan to the premium tier?,Inquiry
"Hi, cancel my subscription before the free trial period ends. This is critical.",Cancellation
Quick note: How do I clear the browser cache and cookies to fix rendering glitches? Please assist.,Technical Support
Update: The screen turns completely blank and white after the recent update. Best regards.,Technical Support
"Hey support team, Can you provide more information about your warranty coverage policy? Thanks.",Inquiry
Update: The delivery was three hours late and the food was completely cold. Please respond soon.,Complaint
Quick note: How do I clear the browser cache and cookies to fix rendering glitches? What do you suggest?,Technical Support
Quick note: Can I reserve a conference room for our team meeting on Friday at 3 PM? Let me know asap.,Inquiry
My API authentication token is failing with 401 unauthorized error.,Technical Support
My API authentication token is failing with 401 unauthorized error. What do you suggest?,Technical Support
Update: this is the worst customer experience i have ever endured. Thanks.,Complaint
Please note: i am getting a database connection timeout error on the server. Thanks.,Technical Support
"Please note: The room was dirty, noisy, and had no hot water during our entire stay. Appreciate your help.",Complaint
"Dear team, Is there a free trial available for new users before purchasing? Looking forward to hearing back.",Inquiry
"In my opinion, i want to track the live real-time location of my package in transit. Please assist.",Order Tracking
"Hi, I want to check availability for hotel rooms between Dec 10 and Dec 15. What do you suggest?",Inquiry
"Actually, Kudos to your delivery driver who was polite, punctual, and very professional. Best regards.",Feedback
"Good afternoon, I really love the new dark mode theme update you recently rolled out. Let me know asap.",Feedback
"To whom it may concern, when will my order arrive at my doorstep? What do you suggest?",Order Tracking
"Hi, What is the status of my order that I placed three days ago? Let me know asap.",Order Tracking
"Hey support team, I want my cashback and purchase price refunded for this broken keyboard. Thanks.",Refund
"Quick note: I returned the item to your store, when will my refund be credited? Please assist.",Refund
"Dear team, I want to cancel my subscription effective immediately. Let me know asap.",Cancellation
"To whom it may concern, i wanted to leave positive feedback for sarah who helped me resolve my issue. Let me know asap.",Feedback
"Quick note: I returned the item to your store, when will my refund be credited? Please respond soon.",Refund
Update: Please cancel my monthly premium plan and stop all future recurring billing. Best regards.,Cancellation
"FYI: the tracking number says out for delivery, what time will the courier arrive? Please assist.",Order Tracking
Notice: Do you offer international shipping to Canada and the United Kingdom? Looking forward to hearing back.,Inquiry
"Hey support team, Is it possible to upgrade my current plan to the premium tier? Thanks.",Inquiry
"To whom it may concern, I want to make a reservation for two guests at 7:30 PM tonight. Please assist.",Inquiry
"Hey support team, I want to make a reservation for two guests at 7:30 PM tonight. Thanks.",Inquiry
"the room was dirty, noisy, and had no hot water during our entire stay.",Complaint
"Good morning, What payment methods do you accept on your online checkout page? Looking forward to hearing back.",Inquiry
"Honestly, This is the worst customer experience I have ever endured. Best regards.",Complaint
"The room was dirty, noisy, and had no hot water during our entire stay.",Complaint
Quick note: Can you tell me what your opening hours are on weekends? Please assist.,Inquiry
Urgent: Is it possible to upgrade my current plan to the premium tier? Thanks.,Inquiry
"Hey support team, great job on the new features, they saved our team hours of work.",Feedback
"Good afternoon, Is there a free trial available for new users before purchasing? Appreciate your help.",Inquiry
"To whom it may concern, The product did not match the website description, I demand my money back.",Refund
"Good morning, Can you provide more information about your warranty coverage policy?",Inquiry
"Actually, What are the system requirements for running this software on Mac? This is critical.",Inquiry
"Good morning, The mobile app crashes with error 500 whenever I click export. Looking forward to hearing back.",Technical Support
"Dear team, What payment methods do you accept on your online checkout page? This is critical.",Inquiry
Update: I'm writing to complain about the poor quality of the item I received. Appreciate your help.,Complaint
"Hello, i really love the new dark mode theme update you recently rolled out. Let me know asap.",Feedback
"To whom it may concern, the room was dirty, noisy, and had no hot water during our entire stay. Looking forward to hearing back.",Complaint
"Dear team, How do I book a private consultation session with an advisor? Best regards.",Inquiry
Please refund the unauthorized subscription charge on my debit card.,Refund
"Hello, please void this transaction and cancel my pending order right away. Looking forward to hearing back.",Cancellation
"Hi, I want to cancel my subscription effective immediately. Appreciate your help.",Cancellation
Important: Cancel my subscription before the free trial period ends. Looking forward to hearing back.,Cancellation
"Dear team, The webcam driver is not detected during video conferencing calls. Please respond soon.",Technical Support
Quick note: How do I configure the SMTP email settings in the dashboard? Please respond soon.,Technical Support
"Actually, I have not received any tracking updates for shipment #9084. Let me know asap.",Order Tracking
"Good morning, thank you for the quick resolution, 5-star customer support experience! Best regards.",Feedback
"Hi, Can I reserve a conference room for our team meeting on Friday at 3 PM? Thank you so much.",Inquiry
"Good afternoon, The webcam driver is not detected during video conferencing calls. Looking forward to hearing back.",Technical Support
"Hello, i'd like to schedule an appointment with a specialist next week. Thank you so much.",Inquiry
i received the wrong item in my package and nobody is responding to my emails.,Complaint
Update: the bluetooth device will not pair with my laptop despite restarting. Let me know asap.,Technical Support
"Notice: Great job on the new features, they saved our team hours of work. Please respond soon.",Feedback
"Notice: Thank you for the quick resolution, 5-star customer support experience! Please respond soon.",Feedback
"Hello, Great job on the new features, they saved our team hours of work.",Feedback
"Hi, Can I reserve a conference room for our team meeting on Friday at 3 PM? Best regards.",Inquiry
I am getting a database connection timeout error on the server.,Technical Support
The webcam driver is not detected during video conferencing calls.,Technical Support
"Hi, Your technician did a terrible job and damaged my home wiring.",Complaint
"In my opinion, the product stopped working after two days, this is completely unacceptable.",Complaint
"Good afternoon, I would like to request a 100% money-back refund under your return policy. Best regards.",Refund
I have a suggestion to improve the user interface on the settings page. Please respond soon.,Feedback
Important: The Bluetooth device will not pair with my laptop despite restarting. Thanks.,Technical Support
FYI: I'd like to schedule an appointment with a specialist next week. Please assist.,Inquiry
"Update: The product did not match the website description, I demand my money back. Looking forward to hearing back.",Refund
"In my opinion, i want to make a reservation for two guests at 7:30 pm tonight. Please respond soon.",Inquiry
"Hey support team, I am getting a database connection timeout error on the server. Thank you so much.",Technical Support
"Good afternoon, How much does the annual subscription plan cost for enterprise teams? Appreciate your help.",Inquiry
"Honestly, How much does the annual subscription plan cost for enterprise teams? Best regards.",Inquiry
"Good morning, I'm writing to complain about the poor quality of the item I received.",Complaint
Update: I want a refund for the product since it arrived damaged.,Refund
Quick note: Can you check the current shipping location of order number #77102? Let me know asap.,Order Tracking
Notice: i have a suggestion to improve the user interface on the settings page. Appreciate your help.,Feedback
"Hello, Has my order #44910 been dispatched from the fulfillment warehouse yet? Thanks.",Order Tracking
please issue a full refund back to my credit card immediately.,Refund
"Good afternoon, I want to track the live real-time location of my package in transit. This is critical.",Order Tracking
"Hey support team, Your technician did a terrible job and damaged my home wiring. Please assist.",Complaint
"Dear team, I wanted to share some feedback regarding your recent software release.",Feedback
FYI: I have a suggestion to improve the user interface on the settings page. Let me know asap.,Feedback
"Good afternoon, the delivery was three hours late and the food was completely cold.",Complaint
"Good morning, I am very unhappy with the substandard service provided by your company. What do you suggest?",Complaint
"Good afternoon, I want a refund for the product since it arrived damaged. Looking forward to hearing back.",Refund
"Hey support team, I was charged twice for the same transaction, please refund the duplicate fee. Looking forward to hearing back.",Refund
"Dear team, Where is my package right now? Tracking number is TRK-881920. Thanks.",Order Tracking
Quick note: The service staff was extremely rude and unhelpful when I asked for assistance.,Complaint
"Hello, could you tell me which courier service is handling the delivery of my parcel? Please respond soon.",Order Tracking
has my order #44910 been dispatched from the fulfillment warehouse yet?,Order Tracking
"Actually, I want to cancel my subscription effective immediately. What do you suggest?",Cancellation
Please void this transaction and cancel my pending order right away.,Cancellation
FYI: I have a suggestion to improve the user interface on the settings page. Thank you so much.,Feedback
"Dear team, Just wanted to say the support team was fantastic and super helpful! Please respond soon.",Feedback
i want to track the live real-time location of my package in transit.,Order Tracking
"Hey support team, Please refund the unauthorized subscription charge on my debit card. Please respond soon.",Refund
"To whom it may concern, I'm writing to complain about the poor quality of the item I received. Appreciate your help.",Complaint
"Actually, Just wanted to say the support team was fantastic and super helpful! Thanks.",Feedback
"Good afternoon, I have been waiting on hold for 45 minutes without anyone answering my call. Please respond soon.",Complaint
Can you provide more information about your warranty coverage policy? Appreciate your help.,Inquiry
"Dear team, Could you tell me if this winter jacket comes in size extra large? Appreciate your help.",Inquiry
I'd like to book a table for four people this Saturday evening.,Inquiry
Notice: I want my cashback and purchase price refunded for this broken keyboard. Best regards.,Refund
"Actually, I have been waiting on hold for 45 minutes without anyone answering my call. What do you suggest?",Complaint
"Actually, could you tell me which courier service is handling the delivery of my parcel? Let me know asap.",Order Tracking
Update: Could you help me reset my account password? Thanks.,Technical Support
"To whom it may concern, I would like to request a 100% money-back refund under your return policy. Please assist.",Refund
Can you tell me what your opening hours are on weekends? Best regards.,Inquiry
Important: I want my cashback and purchase price refunded for this broken keyboard. Please respond soon.,Refund
"Update: Please abort this order processing, I made a mistake and wish to cancel. Thanks.",Cancellation
Can you tell me what your opening hours are on weekends?,Inquiry
how do i clear the browser cache and cookies to fix rendering glitches?,Technical Support
"Honestly, Cancel my subscription before the free trial period ends. This is critical.",Cancellation
"Good morning, how do i configure the smtp email settings in the dashboard? Let me know asap.",Technical Support
"Honestly, I have been waiting on hold for 45 minutes without anyone answering my call. Looking forward to hearing back.",Complaint
"Honestly, Can I reserve a conference room for our team meeting on Friday at 3 PM? Please respond soon.",Inquiry
"Dear team, The product stopped working after two days, this is completely unacceptable. Appreciate your help.",Complaint
Notice: The service staff was extremely rude and unhelpful when I asked for assistance. Looking forward to hearing back.,Complaint
"Hello, Please abort this order processing, I made a mistake and wish to cancel. Please assist.",Cancellation
Do you offer international shipping to Canada and the United Kingdom? What do you suggest?,Inquiry
"Quick note: Great job on the new features, they saved our team hours of work. Please respond soon.",Feedback
"In my opinion, I'd like to book a table for four people this Saturday evening. Please assist.",Inquiry
Urgent: I would like to request a 100% money-back refund under your return policy. What do you suggest?,Refund
Important: Can you tell me what your opening hours are on weekends? Thank you so much.,Inquiry
FYI: Where is my package right now? Tracking number is TRK-881920. Thank you so much.,Order Tracking
Notice: I want to cancel my subscription effective immediately. Thanks.,Cancellation
Notice: Please terminate my membership and delete my account. Please respond soon.,Cancellation
How do I configure the SMTP email settings in the dashboard?,Technical Support
"Dear team, i want to track the live real-time location of my package in transit. Looking forward to hearing back.",Order Tracking
Is there a free trial available for new users before purchasing?,Inquiry
The service staff was extremely rude and unhelpful when I asked for assistance. Thank you so much.,Complaint
"Good afternoon, Just wanted to say the support team was fantastic and super helpful! Thank you so much.",Feedback
your technician did a terrible job and damaged my home wiring.,Complaint
"To whom it may concern, i really love the new dark mode theme update you recently rolled out. Let me know asap.",Feedback
"the product stopped working after two days, this is completely unacceptable. What do you suggest?",Complaint
"Actually, The product did not match the website description, I demand my money back. Please respond soon.",Refund
"To whom it may concern, Please abort this order processing, I made a mistake and wish to cancel. This is critical.",Cancellation
"Actually, I really love the new dark mode theme update you recently rolled out. Let me know asap.",Feedback
"Honestly, The tracking number says out for delivery, what time will the courier arrive? What do you suggest?",Order Tracking
"Actually, Could you tell me which courier service is handling the delivery of my parcel? What do you suggest?",Order Tracking
"Good morning, I want to cancel my flight reservation and void the airline ticket. Please assist.",Cancellation
FYI: could you tell me which courier service is handling the delivery of my parcel? Let me know asap.,Order Tracking
can you tell me what your opening hours are on weekends?,Inquiry
I'd like to book a table for four people this Saturday evening. Best regards.,Inquiry
"Good morning, Do you offer international shipping to Canada and the United Kingdom? Thanks.",Inquiry
"Honestly, Please terminate my membership and delete my account. Appreciate your help.",Cancellation
"Notice: Your application is amazing, keep up the wonderful work! Thank you so much.",Feedback
Important: i am very unhappy with the substandard service provided by your company. Thank you so much.,Complaint
Please note: The Bluetooth device will not pair with my laptop despite restarting. What do you suggest?,Technical Support
"Important: I cannot log into my account, it keeps saying invalid credentials. This is critical.",Technical Support
What are the system requirements for running this software on Mac?,Inquiry
"Good morning, How much does the annual subscription plan cost for enterprise teams? What do you suggest?",Inquiry
"the product stopped working after two days, this is completely unacceptable.",Complaint
i wanted to leave positive feedback for sarah who helped me resolve my issue.,Feedback
FYI: Can you check the current shipping location of order number #77102? What do you suggest?,Order Tracking
"Actually, I need the tracking URL and consignment number for my recent purchase. Please assist.",Order Tracking
Notice: Cancel my subscription before the free trial period ends.,Cancellation
"The room was dirty, noisy, and had no hot water during our entire stay. Appreciate your help.",Complaint
"Notice: I returned the item to your store, when will my refund be credited? Thanks.",Refund
Please note: I have not received any tracking updates for shipment #9084. Please assist.,Order Tracking
"Honestly, kudos to your delivery driver who was polite, punctual, and very professional. What do you suggest?",Feedback
Quick note: What payment methods do you accept on your online checkout page? Please assist.,Inquiry
The screen turns completely blank and white after the recent update.,Technical Support
Important: I need the tracking URL and consignment number for my recent purchase. What do you suggest?,Order Tracking
Notice: How do I clear the browser cache and cookies to fix rendering glitches? Please assist.,Technical Support
The service staff was extremely rude and unhelpful when I asked for assistance.,Complaint
Can you provide more information about your warranty coverage policy?,Inquiry
"Actually, Can you check the current shipping location of order number #77102? Please assist.",Order Tracking
"To whom it may concern, the service staff was extremely rude and unhelpful when i asked for assistance. Thank you so much.",Complaint
Update: I wanted to leave positive feedback for Sarah who helped me resolve my issue. Thank you so much.,Feedback
"Update: I cannot log into my account, it keeps saying invalid credentials. Thanks.",Technical Support
Urgent: The Bluetooth device will not pair with my laptop despite restarting. Please assist.,Technical Support
